Date,Height,TokenQty,TXID,Vout
2020-07-29T05:38:10.000Z,645987,100,d1a9a4693ced3db1eb64b0b263d8a07976a65009209da6f1614631cd847d2eb1,1
2020-07-28T15:31:40.000Z,645886,2000,7071fa28ff107c68d16865625a9cf2c1c78376a06d5f4e732c4f931690460495,1
2020-07-27T23:00:41.000Z,645807,1,b5cb7b90bb27607926c875496cc21d88f88d93117c51ae2acd31566a7d496250,1
2020-07-26T21:55:09.000Z,645657,3350.26014555,45a930d73ed396867220de2c7b229ca09cea1f017b2bfe59d5e9c20ec375b0c8,1
2020-07-26T18:06:22.000Z,645616,2300,a82a90a99d8a1bf9b7f6459c476fc1a59651b179ca5141cb5c85acf1ef12d84b,1
2020-07-26T17:35:15.000Z,645608,10000,cfafd4eb2f4bdc242124de5a6423de5a29bc158320405097cd10e65660eaecbe,1
2020-07-26T17:23:05.000Z,645604,100,443dbba31230315835379bdc521f87c2e5050c4c6d14d70144a2f52f6b563c15,1
2020-07-26T17:10:25.000Z,645599,5000,68fcd9cfd7a1e71b812eca1987e7fc8b7fbf48ffc1a327cd49e85b8ba4a511dc,1
2020-07-26T14:46:48.000Z,645590,1000,7f79b5f5c9ae8add662f68f16eaad7b7960e0f21af62852cdfae8cbc2656f105,1
2020-07-25T22:35:08.000Z,645509,520,e526a5027422988d21c5ee7d485293ae485c364283ae6342c34ccde747507256,1
2020-07-25T17:20:55.000Z,645487,500,ea01a3bfad20bdc7c70d67d97300562ce768e6ffb387f55e501f7c6042fdb27b,1
2020-07-23T16:25:11.000Z,645191,5,4890b0a64ae2b254064b12bd39b1797c885fdd92ca77a8719ed1be417922f0b8,1
2020-07-23T15:11:10.000Z,645185,0.96807746,5a5ceeda0eb6bc9b795a3ffa141633ef8ebd3f0931e5ab7184a2afb03c3fecd9,1
2020-07-23T06:24:26.000Z,645119,18,5d6cd7f2a570ece601917a9420ded721024785932e8d5293ccc1523dea81055f,1
2020-07-23T03:53:13.000Z,645116,3680.151707,49c5255cb54e82c71d27c078e4187742e94c9766b2347c920803032a609d5ae6,1
2020-07-23T02:49:41.000Z,645111,2000,79bded83c96a6213a05fcdfdaa3daf6ae1bb70077f3a0f176dbea7d3c14dde29,1
2020-07-23T01:56:52.000Z,645108,2000,c74e9d32660f97537c2d3fcf3f485d00e0efec3ad7593c960a1fddb04c4b4297,1
2020-07-18T03:26:19.000Z,644379,0.28037679,6d13e50b03d544097bb1a14e7ba540668830aa588fcc279716bd4eb1817aa087,1
2020-07-18T01:15:50.000Z,644368,25,de25bd0b52d44db535c7814c3d69b7ef8c98cd739804674ed023eccffcd48431,1
2020-07-17T18:05:03.000Z,644337,3000,e0fb8a780a6f6eacc3777f89f508ea826c397efcb30bc581ca71589699478af4,1
2020-07-16T04:04:08.000Z,644085,4.30051806,470f52c8357f65a39e2528ef533eaa306b8ed45bfb3fde97116fae1b3191501c,1
2020-07-15T22:52:01.000Z,644068,697.05972595,8396912b69fcebcea8bcc0f5aae462b898dafafcb1165c246ab24b7e5b196c02,1
2020-07-14T13:11:50.000Z,643877,500,1df5787af411c0080d9998d244edc4839dc3a948d7d60a1a4ca04b67fc28ca2a,1
2020-07-13T19:22:29.000Z,643768,1911,169874686c14a1926a2da74243deaf661c69626b547bdb8f29f1d82e7130006c,1
2020-07-13T19:22:29.000Z,643768,1000,a762a6e4a619e9af505860c67bb53c965e8fc0221d8a107ef26872000d395471,1
2020-07-13T18:55:56.000Z,643766,500,240c30804949889c4f74b4d1f03eda2f98707f8f62f9346e2f64670e71f0c2cd,1
2020-07-13T18:42:09.000Z,643763,1000,63f94cc36948ecffb3cddfe2f52c83c26b076de01850a7ba3c744c02a90bb9dd,1
2020-07-13T17:57:55.000Z,643762,1000,dcd7ad09bef3c1edf8888abc89690f8a1c519bac44840938d3de40e577acaaed,1
2020-07-13T16:28:38.000Z,643748,565,7b30740c0f42dcf1e691a9bc4f541eeb380bc66679fad4d6dbb8ad1ad8cb43cc,1
2020-07-13T14:38:45.000Z,643746,10,d69f84973a43fb52f1df75645496a6cddfcc02f7503392daf2c0376d43f64a44,1
2020-07-12T16:19:59.000Z,643600,10,199020447a69773132e4e88fad6ebdd6640b6d38888cd5c16ea6877909ca874b,1
2020-07-12T16:19:59.000Z,643600,10,e2aa9a1639666984b173eb86b94945c09cd6a99a009dcb2ea3dd0fa97a5ea04f,1
2020-07-12T12:50:38.000Z,643585,565.12880187,96d1bdb503293df48233d0e36760559c4298bccf643d7e495b3e28ee15d5ceb2,1
2020-07-09T22:07:04.000Z,643190,2.31842614,294621454b25edfa4e2390cf1204e6f66cba38145df5c4f868935dc4fc43873b,1
2020-07-09T20:15:42.000Z,643174,5.91867,3a0f05a384cc1bb2c5143e4c612502133aee34a656270e801c81d79dc696c365,1
2020-07-08T12:44:18.000Z,643012,18775.56125392,bbafb271b7f5672bf66f5acd37b7ce7c258777283a4a5640979bb92ebfc505e4,1

